title,url,price_eur,dna_price_eur,customer_price_eur,in_stock,manufacturer,gift
EZVIZ HB8 Lite 4G -valvontakamera aurinkopaneelilla,https://kauppa.dna.fi/tuote/p/ezviz-hb8-lite-4g-valvontakamera-aurinkopaneelilla,99.0,99.0,169.0,True,EZVIZ,Kaupan päälle jopa 39 € arvoinen valvontakamera!
"JBL Grip langaton kaiutin, Camo",https://kauppa.dna.fi/tuote/p/jbl-grip-langaton-kaiutin-camo,69.0,69.0,99.0,True,JBL,No gift
"Lenovo Legion 27U-10 27"" 4K UHD -pelinäyttö",https://kauppa.dna.fi/tuote/p/lenovo-legion-27u-10-27-4k-uhd-pelinaytto,279.0,279.0,339.0,True,Lenovo,No gift
"MSI Katana 15 HX B14WFK 15,6"" i7-14650HX RTX 5060",https://kauppa.dna.fi/tuote/p/msi-katana-15-hx-b14wfk-15-6-i7-14650hx-rtx-5060,12.99,12.99,15.99,True,MSI,No gift
"MSI Cyborg 15 B13WGKG 15,6"" i7-13620H RTX 5070",https://kauppa.dna.fi/tuote/p/msi-cyborg-15-b13wgkg-15-6-i7-13620h-rtx-5070,13.99,13.99,15.99,True,MSI,No gift
"MSI Cyborg 15 B13WFKG 15,6"" i7-13620H RTX 5060",https://kauppa.dna.fi/tuote/p/msi-cyborg-15-b13wfkg-15-6-i7-13620h-rtx-5060,10.89,10.89,12.99,True,MSI,No gift
"MSI Cyborg 15 B13WEKG 15,6"" i5-13420H RTX 5050",https://kauppa.dna.fi/tuote/p/msi-cyborg-15-b13wekg-15-6-i5-13420h-rtx-5050,949.0,949.0,11.49,True,MSI,No gift
Samsung Galaxy Tab A11+ 5G,https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-a11+-5g,229.0,229.0,329.0,True,Samsung,
Samsung Galaxy Tab A11+ WiFi,https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-a11+-wifi,199.0,199.0,279.0,False,Samsung,No gift
"Lenovo L27-4e 27"" Full HD -näyttö",https://kauppa.dna.fi/tuote/p/lenovo-l27-4e-27-full-hd-naytto,99.0,99.0,139.0,True,Lenovo,No gift
"Lenovo Legion 27-10 27"" Full HD -näyttö",https://kauppa.dna.fi/tuote/p/lenovo-legion-27-10-27-full-hd-naytto,129.0,129.0,179.0,True,Lenovo,No gift
"Acer PD193Q E 18,5"" Full HD -mobiilinäyttö",https://kauppa.dna.fi/tuote/p/acer-pd193q-e-18-5-full-hd-mobiilinaytto,289.0,289.0,349.0,True,Acer,No gift
"Motorola Moto G06, PANTONE Tapestry -sininen",https://kauppa.dna.fi/tuote/p/motorola-moto-g06-pantone-tapestry-sininen,99.0,99.0,99.0,True,Motorola,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
EZVIZ HP3 Pro -ovikellokamera aurinkopaneelilla,https://kauppa.dna.fi/tuote/p/ezviz-hp3-pro-ovikellokamera-aurinkopaneelilla,89.0,89.0,89.0,True,EZVIZ,No gift
"Screenor Lumo MagSafe -suojakuori Apple iPhone 16e -puhelimelle, Musta",https://kauppa.dna.fi/tuote/p/screenor-lumo-magsafe-suojakuori-apple-iphone-16e-puhelimelle-musta,9.0,9.0,29.0,False,Screenor,No gift
"HONOR X5c Plus, 64 Gt, Musta",https://kauppa.dna.fi/tuote/p/honor-x5c-plus-64-gt-musta,99.0,99.0,99.0,True,Honor,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"TP-Link Tapo RV20 Max Plus -robotti-imuri, Musta",https://kauppa.dna.fi/tuote/p/tp-link-tapo-rv20-max-plus-robotti-imuri-musta,199.0,199.0,259.0,True,TP-Link,No gift
"ASUS TUF VG32WQ3B 31,5"" QHD kaareva pelinäyttö",https://kauppa.dna.fi/tuote/p/asus-tuf-vg32wq3b-31-5-qhd-kaareva-pelinaytto,209.0,209.0,229.0,True,Asus,No gift
"ASUS TUF Gaming VG27AQ5A 27"" QHD -pelinäyttö",https://kauppa.dna.fi/tuote/p/asus-tuf-gaming-vg27aq5a-27-qhd-pelinaytto,159.0,159.0,219.0,True,Asus,No gift
"ASUS TUF Gaming VG249Q5A 23,8"" Full HD -pelinäyttö",https://kauppa.dna.fi/tuote/p/asus-tuf-gaming-vg249q5a-23-8-full-hd-pelinaytto,99.0,99.0,129.0,True,Asus,No gift
"Garmin Venu 4 -älykello, 45 mm, Keltainen",https://kauppa.dna.fi/tuote/p/garmin-venu-4-alykello-45-mm-keltainen,419.0,419.0,439.0,True,Garmin,No gift
"Garmin Venu 4 -älykello, 41 mm, Musta",https://kauppa.dna.fi/tuote/p/garmin-venu-4-alykello-41-mm-musta,419.0,419.0,439.0,True,Garmin,No gift
Philips Hue Secure Flood Light -valonheitin kameralla,https://kauppa.dna.fi/tuote/p/philips-hue-secure-flood-light-valonheitin-kameralla,229.0,229.0,309.0,True,Philips Hue,No gift
"ZTE K2 Pro lasten kellopuhelin, Pinkki",https://kauppa.dna.fi/tuote/p/zte-k2-pro-lasten-kellopuhelin-pinkki,129.0,129.0,169.0,True,ZTE,No gift
"Acer Nitro XF270 W3 27"" FHD -pelinäyttö",https://kauppa.dna.fi/tuote/p/acer-nitro-xf270-w3-27-fhd-pelinaytto,109.0,109.0,189.0,True,Acer,No gift
"Garmin HRM 200 -sykevyö, XS-S",https://kauppa.dna.fi/tuote/p/garmin-hrm-200-sykevyo-xs-s,69.0,69.0,95.0,True,Garmin,No gift
"Garmin HRM 200 -sykevyö, M-XL",https://kauppa.dna.fi/tuote/p/garmin-hrm-200-sykevyo-m-xl,69.0,69.0,95.0,True,Garmin,No gift
"Samsung 49"" Odyssey OLED G9 G935 kaareva pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-49-odyssey-oled-g9-g935-kaareva-pelinaytto,999.0,999.0,11.99,True,Samsung,No gift
"Samsung 32"" Odyssey OLED G8 G81SF -pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-32-odyssey-oled-g8-g81sf-pelinaytto,749.0,749.0,11.49,False,Samsung,No gift
"Samsung 32"" Odyssey G5 (G51F) -pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-32-odyssey-g5-g51f-pelinaytto,169.0,169.0,279.0,True,Samsung,No gift
"Samsung 27"" Odyssey G5 (G51F) -pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-27-odyssey-g5-g51f-pelinaytto,150.0,150.0,229.0,True,Samsung,No gift
"Dreame MatriX 10 Ultra -robotti-imuri, Musta",https://kauppa.dna.fi/tuote/p/dreame-matrix-10-ultra-robotti-imuri-musta,899.0,899.0,14.79,True,Dreame,No gift
Acer Predator Nexus 332 -pelipöytä,https://kauppa.dna.fi/tuote/p/acer-predator-nexus-332-pelipoyta,249.0,249.0,349.0,True,Acer,No gift
Acer Predator Rift Go 331 -pelituoli,https://kauppa.dna.fi/tuote/p/acer-predator-rift-go-331-pelituoli,179.0,179.0,279.0,True,Acer,No gift
"Dreame X50 Ultra -robotti-imuri, Musta",https://kauppa.dna.fi/tuote/p/dreame-x50-ultra-robotti-imuri-musta,729.0,729.0,12.99,True,Dreame,No gift
"Huawei Watch GT 6 -älykello, 41 mm, Valkoinen",https://kauppa.dna.fi/tuote/p/huawei-watch-gt-6-alykello-41-mm-valkoinen,229.0,229.0,269.0,True,Huawei,No gift
"Huawei Watch GT 6 -älykello, 46 mm, Musta",https://kauppa.dna.fi/tuote/p/huawei-watch-gt-6-alykello-46-mm-musta,219.0,219.0,269.0,True,Huawei,No gift
"Huawei Watch GT 6 Pro -älykello, 46 mm, Ruskea",https://kauppa.dna.fi/tuote/p/huawei-watch-gt-6-pro-alykello-46-mm-ruskea,329.0,329.0,379.0,True,Huawei,No gift
"Huawei Watch GT 6 Pro -älykello, titaaniranneke, 46 mm",https://kauppa.dna.fi/tuote/p/huawei-watch-gt-6-pro-alykello-titaaniranneke-46-mm,449.0,449.0,499.0,True,Huawei,No gift
"Philips Hue Solo -valonauha, 10 metriä",https://kauppa.dna.fi/tuote/p/philips-hue-solo-valonauha-10-metria,69.0,69.0,159.0,True,Philips Hue,No gift
Screenor Lumo -suojakuori Apple iPhone 17 Pro Max -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-17-pro-max-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
Screenor Lumo -suojakuori Apple iPhone 17 Pro -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-17-pro-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
Screenor Lumo -suojakuori Apple iPhone 17 -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-17-puhelimelle,9.0,9.0,29.0,False,Screenor,No gift
Screenor Lumo -suojakuori Apple iPhone Air -puhelimelle,https://kauppa.dna.fi/tuote/p/screenor-lumo-suojakuori-apple-iphone-air-puhelimelle,29.0,29.0,29.0,True,Screenor,No gift
Razer Huntsman V2 -pelinäppäimistö,https://kauppa.dna.fi/tuote/p/razer-huntsman-v2-pelinappaimisto,159.0,159.0,229.0,True,Razer,No gift
"Samsung Galaxy A17 5G, 256 Gt, Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-a17-5g-256-gt-black,199.0,199.0,199.0,False,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Samsung Galaxy A17 5G, 128 Gt, Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-a17-5g-128-gt-black,179.0,179.0,179.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Roborock Q7 BF+ -robotti-imuri, Musta",https://kauppa.dna.fi/tuote/p/roborock-q7-bf+-robotti-imuri-musta,219.0,219.0,309.0,False,Roborock,No gift
"Apple iPhone 17 Pro 5G, 256 Gt, Hopea",https://kauppa.dna.fi/tuote/p/apple-iphone-17-pro-5g-256-gt-hopea,10.99,10.99,10.99,True,Apple,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
Apple AirPods Pro 3 langattomat vastamelukuulokkeet,https://kauppa.dna.fi/tuote/p/apple-airpods-pro-3-langattomat-vastamelukuulokkeet,219.0,219.0,249.0,True,Apple,No gift
"Samsung Galaxy Tab S11 5G, Gray",https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-s11-5g-gray,799.0,799.0,11.99,True,Samsung,
"Samsung Galaxy Tab S11 WiFi, Gray",https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-s11-wifi-gray,679.0,679.0,999.0,True,Samsung,No gift
"Acer Iconia Tab A10-31M 10,1"" WiFi",https://kauppa.dna.fi/tuote/p/acer-iconia-tab-a10-31m-10-1-wifi,109.0,109.0,149.0,False,Acer,No gift
"Acer Nitro V16 16"" AMD Ryzen 7-260 RTX 5060",https://kauppa.dna.fi/tuote/p/acer-nitro-v16-16-amd-ryzen-7-260-rtx-5060,13.99,13.99,17.49,True,Acer,No gift
"Aqara Camera HUB G5 Pro -valvontakamera keskittimellä, Valkoinen",https://kauppa.dna.fi/tuote/p/aqara-camera-hub-g5-pro-valvontakamera-keskittimella-valkoinen,139.0,139.0,199.0,True,Aqara,No gift
Aqara Hub M3 -keskusyksikkö,https://kauppa.dna.fi/tuote/p/aqara-hub-m3-keskusyksikko,159.0,159.0,159.0,True,Aqara,No gift
Aqara Smoke Sensor -älypalovaroitin,https://kauppa.dna.fi/tuote/p/aqara-smoke-sensor-alypalovaroitin,44.0,44.0,44.0,True,Aqara,No gift
Aqara Roller Shade Driver E1 -rullaverhon älyohjain,https://kauppa.dna.fi/tuote/p/aqara-roller-shade-driver-e1-rullaverhon-alyohjain,59.0,59.0,59.0,True,Aqara,No gift
JBL Partybox Encore 2 -kaiutin + langaton mikrofoni,https://kauppa.dna.fi/tuote/p/jbl-partybox-encore-essential-2--kaiutin-+-langaton-mikrofoni,229.0,229.0,349.0,True,JBL,No gift
"JBL Flip 7 langaton kaiutin, Musta",https://kauppa.dna.fi/tuote/p/jbl-flip-7-langaton-kaiutin-musta,89.0,89.0,149.0,True,JBL,No gift
"JBL Endurance Race 2 langattomat urheilukuulokkeet, Valkoinen",https://kauppa.dna.fi/tuote/p/jbl-endurance-race-2-langattomat-urheilukuulokkeet-valkoinen,59.0,59.0,79.0,True,JBL,No gift
"Samsung Galaxy Tab S10 Lite 5G, 128 Gt, Gray",https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-s10-lite-5g-128-gt-gray,299.0,299.0,479.0,True,Samsung,
"Samsung Galaxy Tab S10 Lite WiFi, 128 Gt, Coralred",https://kauppa.dna.fi/tuote/p/samsung-galaxy-tab-s10-lite-wifi-128-gt-coralred,269.0,269.0,399.0,True,Samsung,No gift
"Aqara Camera G100 -valvontakamera, Musta",https://kauppa.dna.fi/tuote/p/aqara-camera-g100--valvontakamera-musta,29.0,29.0,41.0,True,Aqara,No gift
"Aqara Doorbell Camera Hub G410 -ovikellokamera, Musta",https://kauppa.dna.fi/tuote/p/aqara-doorbell-camera-hub-g410--ovikellokamera-musta,149.0,149.0,149.0,True,Aqara,No gift
"Samsung Galaxy Buds3 FE langattomat vastamelukuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/samsung-galaxy-buds3-fe-langattomat-vastamelukuulokkeet-musta,99.0,99.0,149.0,True,Samsung,No gift
Dreame D20 Plus -robotti-imuri,https://kauppa.dna.fi/tuote/p/dreame-d20-plus--robotti-imuri,199.0,199.0,349.0,False,Dreame,No gift
TP-Link Tapo C260 -valvontakamera,https://kauppa.dna.fi/tuote/p/tp-link-tapo-c260-valvontakamera,49.0,49.0,69.0,True,TP-Link,No gift
TP-Link Tapo C560WS -valvontakamera,https://kauppa.dna.fi/tuote/p/tp-link-tapo-c560ws-valvontakamera,84.0,84.0,109.0,False,TP-Link,No gift
TP-Link Tapo C660 -valvontakamera aurinkopaneelilla,https://kauppa.dna.fi/tuote/p/tp-link-tapo-c660-valvontakamera-aurinkopaneelilla,129.0,129.0,169.0,True,TP-Link,No gift
"MSI Crosshair 16 HX AI 16"" Intel Core Ultra 7-255HX RTX 5060 D2XWFKG-011NEU",https://kauppa.dna.fi/tuote/p/msi-crosshair-16-hx-ai-16-intel-core-ultra-7-255hx-rtx-5060-d2xwfkg-011neu,17.99,17.99,19.99,True,MSI,No gift
"MSI Katana 15 HX 15,6"" Intel Core i7-14650HX RTX 5070 B14WGK-012NEU",https://kauppa.dna.fi/tuote/p/msi-katana-15-hx-15-6-intel-core-i7-14650hx-rtx-5070-b14wgk-012neu,15.49,15.49,16.59,False,MSI,No gift
"MSI Cyborg A15 15,6"" AMD Ryzen 7 260 RTX 5060 B2HWFKG-001NEU",https://kauppa.dna.fi/tuote/p/msi-cyborg-a15-15-6-amd-ryzen-7-260-rtx-5060-b2hwfkg-001neu,11.99,11.99,15.49,True,MSI,No gift
Acer Predator Orion 3000 Intel Core i7-14700F RTX 5070 DG.E4UEQ.009,https://kauppa.dna.fi/tuote/p/acer-predator-orion-3000-intel-core-i7-14700f-rtx-5070-dge4ueq009,19.99,19.99,23.49,False,Acer,No gift
"Acer Aspire Go 14 14"" AMD Ryzen 5-7520U NX.J3NED.009",https://kauppa.dna.fi/tuote/p/acer-aspire-go-14-14-amd-ryzen-5-7520u-nxj3ned009,449.0,449.0,649.0,False,Acer,No gift
"Samsung Galaxy S25 5G, 256 Gt, Silver Shadow",https://kauppa.dna.fi/tuote/p/samsung-galaxy-s25-5g-256-gt-silvershadow,599.0,599.0,599.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Samsung Galaxy S25 5G, 128 Gt, Icy Blue",https://kauppa.dna.fi/tuote/p/samsung-galaxy-s25-5g-128-gt-icyblue,499.0,499.0,499.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Samsung Galaxy Book5 15"" Intel Core Ultra 7 NP750XHD-KD2SE",https://kauppa.dna.fi/tuote/p/samsung-galaxy-book5-15-intel-core-ultra-7-np750xhd-kd2se,999.0,999.0,11.99,True,Samsung,No gift
"Samsung Galaxy Book5 15"" Intel Core Ultra 5 NP750XHD-KD3SE",https://kauppa.dna.fi/tuote/p/samsung-galaxy-book5-15-intel-core-ultra-5-np750xhd-kd3se,599.0,599.0,999.0,True,Samsung,Kaupan päälle jopa 149 € arvoiset kuulokkeet!
"Nothing Phone (3), 256 Gt, Musta",https://kauppa.dna.fi/tuote/p/nothing-phone-3-265-gt-musta,599.0,599.0,599.0,False,Nothing,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Samsung Galaxy Watch Ultra eSim (2025) -älykello, Titanium Silver",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch-ultra-esim-2025-alykello-titanium-silver,549.0,549.0,699.0,True,Samsung,No gift
"Samsung Galaxy Watch8 -älykello, 40mm, Graphite",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch8-alykello-40mm-graphite,249.0,249.0,379.0,True,Samsung,No gift
"Samsung Galaxy Watch8 Classic eSIM -älykello, Musta",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch8-classic-esim-alykello-musta,469.0,469.0,579.0,True,Samsung,No gift
"Samsung Galaxy Watch8 eSIM -älykello, 40mm, Graphite",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch8-esim-alykello-40mm-graphite,329.0,329.0,429.0,True,Samsung,No gift
"Samsung Galaxy Watch8 eSIM -älykello, 44mm, Graphite",https://kauppa.dna.fi/tuote/p/samsung-galaxy-watch8-esim-alykello-44mm-graphite,349.0,349.0,459.0,True,Samsung,No gift
"Nothing Phone (3), 512 Gt, Valkoinen",https://kauppa.dna.fi/tuote/p/nothing-phone-3-512-gt-valkoinen,699.0,699.0,699.0,True,Nothing,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
E-Way E-25020OR -sähköpotkulauta,https://kauppa.dna.fi/tuote/p/e-way-e-2502or-sahkopotkulauta,349.0,349.0,449.0,True,E-Way,No gift
"HONOR Choice Watch 2i -älykello, Valkoinen",https://kauppa.dna.fi/tuote/p/honor-choice-watch-2i-alykello-valkoinen,34.0,34.0,59.0,True,Honor,No gift
"HONOR Choice Earbuds Clip langattomat kuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/honor-choice-earbuds-clip-langattomat-kuulokkeet-musta,49.0,49.0,149.0,True,Honor,No gift
EZVIZ HB8 Pro 4K -valvontakamera,https://kauppa.dna.fi/tuote/p/ezviz-hb8-pro-4k-valvontakamera,109.0,109.0,109.0,True,EZVIZ,No gift
EZVIZ EB3 4G -valvontakamera,https://kauppa.dna.fi/tuote/p/ezviz-eb3-4g-valvontakamera,139.0,139.0,139.0,True,EZVIZ,
EZVIZ HB8 Lite 2K+ -valvontakamera,https://kauppa.dna.fi/tuote/p/ezviz-hb8-lite-2k+-valvontakamera,64.0,64.0,99.0,True,EZVIZ,No gift
EZVIZ H90 DUAL 2K+ -valvontakamera,https://kauppa.dna.fi/tuote/p/ezviz-h90-dual-2k+-valvontakamera,109.0,109.0,159.0,True,EZVIZ,No gift
"Dreame L40s Pro Ultra, Black",https://kauppa.dna.fi/tuote/p/dreame-l40s-pro-ultra-black,579.0,579.0,779.0,True,Dreame,No gift
"Roborock Saros Z70 -robotti-imuri, Hopea",https://kauppa.dna.fi/tuote/p/roborock-saros-z70-robotti-imuri-hopea,749.0,749.0,16.49,True,Roborock,No gift
"Samsung Galaxy S25 Edge 5G, 256 Gt, Titanium Icyblue",https://kauppa.dna.fi/tuote/p/samsung-galaxy-s25-edge-5g-256-gt-titanium-icyblue,799.0,799.0,799.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Samsung Odyssey G5 G55T 34"" kaareva pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-odyssey-g5-g55t-34-kaareva-pelinaytto,249.0,249.0,349.0,True,Samsung,No gift
Razer DeathAdder V3 Pro langaton pelihiiri,https://kauppa.dna.fi/tuote/p/razer-deathadder-v3-pro-langaton-pelihiiri,109.0,109.0,169.0,True,Razer,No gift
"HONOR 400 5G, Kulta",https://kauppa.dna.fi/tuote/p/honor-400-5g-kulta,299.0,299.0,299.0,True,Honor,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Huawei FIT 4 -älykello, Harmaa",https://kauppa.dna.fi/tuote/p/huawei-fit-4-alykello-harmaa,119.0,119.0,169.0,True,Huawei,No gift
"Huawei Watch FIT 4 Pro -älykello, Musta",https://kauppa.dna.fi/tuote/p/huawei-watch-fit-4-pro-alykello-musta,169.0,169.0,279.0,True,Huawei,No gift
"Samsung Galaxy S25 Edge 5G, 512 Gt, Titanium Icyblue",https://kauppa.dna.fi/tuote/p/samsung-galaxy-s25-edge-5g-512-gt-titanium-icyblue,799.0,799.0,799.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Acer Chromebook 314 CBOA314-1H-C3H3 14"" N4500",https://kauppa.dna.fi/tuote/p/acer-chromebook-314-cboa314-1h-c3h3-14-n4500,199.0,199.0,329.0,False,Acer,No gift
"Valco VMK25 -vastamelukuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/valco-vmk25-vastamelukuulokkeet-musta,199.0,199.0,199.0,False,Valco,Kaupan päälle jopa 29 € arvoinen suojakuori!
"JBL PartyBox Stage 320 langaton kaiutin, Musta",https://kauppa.dna.fi/tuote/p/jbl-partybox-stage-320-langaton-kaiutin-musta,499.0,499.0,499.0,False,JBL,No gift
"Motorola Razr 60 Ultra 5G, Mountain Trail",https://kauppa.dna.fi/tuote/p/motorola-razr-60-ultra-5g-mountain-trail,599.0,599.0,599.0,False,Motorola,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"Sony WF-C710N langattomat vastamelukuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/sony-wf-c710n-langattomat-vastamelukuulokkeet-musta,69.0,69.0,99.0,True,Sony,No gift
"JBL Tour Pro 3 langattomat vastamelunappikuulokkeet, Latte",https://kauppa.dna.fi/tuote/p/jbl-tour-pro-3-langattomat-vastamelunappikuulokkeet-latte,189.0,189.0,299.0,True,JBL,No gift
"Huawei Band 10 -aktiivisuusranneke, Vihreä",https://kauppa.dna.fi/tuote/p/huawei-band-10-aktiivisuusranneke-vihrea,29.0,29.0,59.0,False,Huawei,No gift
EZVIZ EP3x Pro WiFi -älyovikello,https://kauppa.dna.fi/tuote/p/ezviz-ep3x-pro-wifi-alyovikello,119.0,119.0,119.0,True,EZVIZ,No gift
TP-Link Tapo D210 -ovikellokamera,https://kauppa.dna.fi/tuote/p/tp-link-tapo-d210-ovikellokamera,59.0,59.0,89.0,False,TP-Link,No gift
E-Way E-50025FRS -sähköpotkulauta,https://kauppa.dna.fi/tuote/p/e-way-e-50025frs-sahkopotkulauta,449.0,449.0,599.0,True,E-Way,No gift
"Apple iPhone 16e 5G, 128 Gt, Musta",https://kauppa.dna.fi/tuote/p/apple-iphone-16e-5g-128-gt-musta,429.0,429.0,429.0,True,Apple,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
"MSI Cyborg 15 15,6"" i7-13620H RTX 3050 A13UDX-1666NEU",https://kauppa.dna.fi/tuote/p/msi-cyborg-15-15-6-i7-13620h-rtx-3050-a13udx-1666neu,899.0,899.0,11.59,True,MSI,No gift
"Samsung Odyssey OLED G6 G60SD 27"" -pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-odyssey-oled-g6-g60sd-27-pelinaytto,549.0,549.0,749.0,True,Samsung,No gift
"Samsung Odyssey G5 S27CG510 27"" -pelinäyttö",https://kauppa.dna.fi/tuote/p/samsung-odyssey-g5-s27cg510-27-pelinaytto,159.0,159.0,249.0,True,Samsung,No gift
"Huawei Watch GT5 -älykello, 46 mm, Musta",https://kauppa.dna.fi/tuote/p/huawei-watch-gt5-alykello-46-mm-musta,169.0,169.0,219.0,True,Huawei,No gift
"Huawei Watch GT5 -älykello, 41 mm, Kulta",https://kauppa.dna.fi/tuote/p/huawei-watch-gt5-alykello-41-mm-kulta,189.0,189.0,249.0,True,Huawei,No gift
"Harman Kardon Onyx Studio 9 langaton kaiutin, Harmaa",https://kauppa.dna.fi/tuote/p/harman-kardon-onyx-studio-9-langaton-kaiutin-harmaa,159.0,159.0,399.0,False,Harman Kardon,No gift
"Samsung Galaxy Ring, koko 10, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-10-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 11, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-11-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 12, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-12-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 13, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-13-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 14, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-14-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 15, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-15-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 5, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-5-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
"Samsung Galaxy Ring, koko 6, Titanium Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-ring-koko-6-titanium-black,249.0,249.0,429.0,True,Samsung,No gift
TP-Link Tapo C410 -valvontakamera,https://kauppa.dna.fi/tuote/p/tp-link-tapo-c410-valvontakamera,49.0,49.0,59.0,True,TP-Link,No gift
TP-Link Tapo C501GW 4G-valvontakamera,https://kauppa.dna.fi/tuote/p/tp-link-tapo-c501gw-4g-valvontakamera,79.0,79.0,99.0,True,TP-Link,
"RingConn Gen 2 -älysormus, koko 10, Musta",https://kauppa.dna.fi/tuote/p/ringconn-gen-2-alysormus-koko-10-musta,239.0,239.0,339.0,False,RingConn,No gift
"Huawei Watch GT5 Pro 46 mm, Musta",https://kauppa.dna.fi/tuote/p/huawei-watch-gt5-pro-46-mm-musta,269.0,269.0,329.0,True,Huawei,No gift
"JLAB Go Air Pop langattomat nappikuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/jlab-go-air-pop-langattomat-nappikuulokkeet-musta,19.0,19.0,29.0,False,JLAB,No gift
"Samsung Galaxy A16, Black",https://kauppa.dna.fi/tuote/p/samsung-galaxy-a16-black,119.0,119.0,119.0,True,Samsung,Kaupan päälle jopa 55 € arvoinen näytönsuoja!
MyFirst R1c lasten kellopuhelin,https://kauppa.dna.fi/tuote/p/myfirst-r1c-lasten-kellopuhelin,39.0,39.0,59.0,False,MyFirst,No gift
"Asus TUF Gaming VG34VQ3B 34"" -kaareva pelinäyttö",https://kauppa.dna.fi/tuote/p/asus-tuf-gaming-vg34vq3b-34-kaareva-pelinaytto,289.0,289.0,319.0,True,Asus,No gift
"JBL Tour One M2 langattomat vastamelukuulokkeet, Musta",https://kauppa.dna.fi/tuote/p/jbl-tour-one-m2-langattomat-vastamelukuulokkeet-musta,119.0,119.0,249.0,True,JBL,No gift
"JBL Live Buds 3 langattomat vastamelunappikuulokkeet, Sininen",https://kauppa.dna.fi/tuote/p/jbl-live-buds-3-langattomat-vastamelunappikuulokkeet-sininen,99.0,99.0,129.0,True,JBL,No gift
"JBL Live Beam 3 langattomat vastamelunappikuulokkeet, Hopea",https://kauppa.dna.fi/tuote/p/jbl-live-beam-3-langattomat-vastamelunappikuulokkeet-hopea,99.0,99.0,129.0,True,JBL,No gift
